Layer_num	sz	alpha	tau_0	tau_e-5	tau_e-4	tau_e-3	tau_e-2	tau_e-1
7	2	-3.00	0	0	0	0	0	0
7	3	-3.00	0	0	0	0	0	0
7	4	-3.00	0	0	0	0	0	0
7	5	-3.00	64	10	10	10	10	0
8	0	-3.00	0	0	0	2	4	64
8	1	-3.00	0	0	0	0	6	0
8	2	-3.00	0	0	0	1	30	0
8	3	-3.00	0	0	0	1	21	0
8	4	-3.00	0	0	0	1	3	0
8	5	-3.00	64	64	64	59	0	0
0	0	-4.00	0	0	0	0	0	1
0	1	-4.00	0	0	0	0	0	0
0	2	-4.00	0	0	0	0	0	0
0	3	-4.00	0	0	0	0	0	2
0	4	-4.00	0	0	0	0	0	1
0	5	-4.00	16	16	16	16	16	12
1	0	-4.00	0	16	16	16	16	19
1	1	-4.00	0	0	0	0	0	0
1	2	-4.00	0	0	0	0	0	0
1	3	-4.00	0	0	0	0	0	0
1	4	-4.00	0	0	0	0	0	0
1	5	-4.00	32	16	16	16	16	13
2	0	-4.00	0	0	1	7	7	18
2	1	-4.00	0	0	0	0	0	0
2	2	-4.00	0	0	0	0	0	0
2	3	-4.00	0	0	0	0	0	1
2	4	-4.00	0	0	1	0	0	4
2	5	-4.00	32	32	30	25	25	9
3	0	-4.00	0	20	20	20	20	26
3	1	-4.00	0	0	0	0	0	0
3	2	-4.00	0	0	0	0	0	0
3	3	-4.00	0	0	0	0	0	0
3	4	-4.00	0	0	0	0	1	1
3	5	-4.00	32	12	12	12	11	5
4	0	-4.00	0	0	1	12	13	27
4	1	-4.00	0	0	0	0	0	0
4	2	-4.00	0	0	0	1	1	0
4	3	-4.00	0	0	1	0	1	0
4	4	-4.00	0	0	3	1	1	2
4	5	-4.00	32	32	27	18	16	3
5	0	-4.00	0	37	37	37	37	55
5	1	-4.00	0	0	0	0	0	0
5	2	-4.00	0	0	0	0	0	0
5	3	-4.00	0	0	0	0	1	0
5	4	-4.00	0	0	0	0	1	0
5	5	-4.00	64	27	27	27	25	9
6	0	-4.00	0	0	23	47	47	51
6	1	-4.00	0	0	0	0	0	0
6	2	-4.00	0	0	0	0	0	0
6	3	-4.00	0	0	0	0	0	0
6	4	-4.00	0	0	1	0	0	0
6	5	-4.00	64	64	40	17	17	13
7	0	-4.00	0	40	41	41	44	62
