Layer_num	sz	alpha	tau_0	tau_e-5	tau_e-4	tau_e-3	tau_e-2	tau_e-1
8	1	-4.00	0	0	0	0	0	0
8	2	-4.00	0	0	0	0	0	0
8	3	-4.00	32	32	32	32	32	32
9	0	-4.00	0	0	0	0	0	0
9	1	-4.00	0	0	0	0	0	0
9	2	-4.00	0	0	0	0	0	0
9	3	-4.00	32	32	32	32	32	32
10	0	-4.00	0	0	0	0	0	0
10	1	-4.00	0	0	0	0	0	0
10	2	-4.00	0	0	0	0	0	0
10	3	-4.00	32	32	32	32	32	32
11	0	-4.00	0	0	0	0	0	0
11	1	-4.00	0	0	0	0	0	0
11	2	-4.00	0	0	0	0	0	0
11	3	-4.00	32	32	32	32	32	32
12	0	-4.00	0	0	0	0	0	0
12	1	-4.00	0	0	0	0	0	0
12	2	-4.00	0	0	0	0	0	0
12	3	-4.00	32	32	32	32	32	32
13	0	-4.00	0	0	0	0	0	0
13	1	-4.00	0	0	0	0	0	0
13	2	-4.00	0	0	0	0	0	0
13	3	-4.00	64	64	64	64	64	64
14	0	-4.00	0	0	0	0	0	0
14	1	-4.00	0	0	0	0	0	0
14	2	-4.00	0	0	0	0	0	0
14	3	-4.00	64	64	64	64	64	64
15	0	-4.00	0	0	0	0	0	0
15	1	-4.00	0	0	0	0	0	0
15	2	-4.00	0	0	0	0	0	0
15	3	-4.00	64	64	64	64	64	64
16	0	-4.00	0	0	0	1	1	1
16	1	-4.00	0	0	0	0	0	0
16	2	-4.00	0	0	0	0	0	0
16	3	-4.00	64	64	64	63	63	63
17	0	-4.00	0	8	8	8	8	12
17	1	-4.00	0	0	0	0	0	0
17	2	-4.00	0	0	0	0	1	1
17	3	-4.00	64	56	56	56	55	51
18	0	-4.00	0	0	0	0	0	0
18	1	-4.00	0	0	0	0	0	0
18	2	-4.00	0	0	0	0	0	0
18	3	-4.00	64	64	64	64	64	64
